id,department,role_family,capability_level,max_risk
"it-and-internal-systems-strategy-planning-department-lead","IT & Internal Systems","strategy-planning","L4","R3"
"it-and-internal-systems-strategy-planning-executive-coordinator","IT & Internal Systems","strategy-planning","L5","R3"
"it-and-internal-systems-analysis-research-utility-worker","IT & Internal Systems","analysis-research","L0","R1"
"it-and-internal-systems-analysis-research-specialist","IT & Internal Systems","analysis-research","L1","R1"
"it-and-internal-systems-analysis-research-senior-specialist","IT & Internal Systems","analysis-research","L2","R2"
"it-and-internal-systems-analysis-research-team-lead","IT & Internal Systems","analysis-research","L3","R2"
"it-and-internal-systems-analysis-research-department-lead","IT & Internal Systems","analysis-research","L4","R3"
"it-and-internal-systems-analysis-research-executive-coordinator","IT & Internal Systems","analysis-research","L5","R3"
"it-and-internal-systems-implementation-delivery-utility-worker","IT & Internal Systems","implementation-delivery","L0","R1"
"it-and-internal-systems-implementation-delivery-specialist","IT & Internal Systems","implementation-delivery","L1","R1"
"it-and-internal-systems-implementation-delivery-senior-specialist","IT & Internal Systems","implementation-delivery","L2","R2"
"it-and-internal-systems-implementation-delivery-team-lead","IT & Internal Systems","implementation-delivery","L3","R2"
"it-and-internal-systems-implementation-delivery-department-lead","IT & Internal Systems","implementation-delivery","L4","R3"
"it-and-internal-systems-implementation-delivery-executive-coordinator","IT & Internal Systems","implementation-delivery","L5","R3"
"it-and-internal-systems-operations-reliability-utility-worker","IT & Internal Systems","operations-reliability","L0","R1"
"it-and-internal-systems-operations-reliability-specialist","IT & Internal Systems","operations-reliability","L1","R1"
"it-and-internal-systems-operations-reliability-senior-specialist","IT & Internal Systems","operations-reliability","L2","R2"
"it-and-internal-systems-operations-reliability-team-lead","IT & Internal Systems","operations-reliability","L3","R2"
"it-and-internal-systems-operations-reliability-department-lead","IT & Internal Systems","operations-reliability","L4","R3"
"it-and-internal-systems-operations-reliability-executive-coordinator","IT & Internal Systems","operations-reliability","L5","R3"
"it-and-internal-systems-verification-governance-utility-worker","IT & Internal Systems","verification-governance","L0","R1"
"it-and-internal-systems-verification-governance-specialist","IT & Internal Systems","verification-governance","L1","R1"
"it-and-internal-systems-verification-governance-senior-specialist","IT & Internal Systems","verification-governance","L2","R2"
"it-and-internal-systems-verification-governance-team-lead","IT & Internal Systems","verification-governance","L3","R2"
"it-and-internal-systems-verification-governance-department-lead","IT & Internal Systems","verification-governance","L4","R3"
"it-and-internal-systems-verification-governance-executive-coordinator","IT & Internal Systems","verification-governance","L5","R3"
"it-and-internal-systems-knowledge-coordination-utility-worker","IT & Internal Systems","knowledge-coordination","L0","R1"
"it-and-internal-systems-knowledge-coordination-specialist","IT & Internal Systems","knowledge-coordination","L1","R1"
"it-and-internal-systems-knowledge-coordination-senior-specialist","IT & Internal Systems","knowledge-coordination","L2","R2"
"it-and-internal-systems-knowledge-coordination-team-lead","IT & Internal Systems","knowledge-coordination","L3","R2"
"it-and-internal-systems-knowledge-coordination-department-lead","IT & Internal Systems","knowledge-coordination","L4","R3"
"it-and-internal-systems-knowledge-coordination-executive-coordinator","IT & Internal Systems","knowledge-coordination","L5","R3"
"knowledge-and-documentation-strategy-planning-utility-worker","Knowledge & Documentation","strategy-planning","L0","R1"
"knowledge-and-documentation-strategy-planning-specialist","Knowledge & Documentation","strategy-planning","L1","R1"
"knowledge-and-documentation-strategy-planning-senior-specialist","Knowledge & Documentation","strategy-planning","L2","R2"
"knowledge-and-documentation-strategy-planning-team-lead","Knowledge & Documentation","strategy-planning","L3","R2"
"knowledge-and-documentation-strategy-planning-department-lead","Knowledge & Documentation","strategy-planning","L4","R3"
"knowledge-and-documentation-strategy-planning-executive-coordinator","Knowledge & Documentation","strategy-planning","L5","R3"
"knowledge-and-documentation-analysis-research-utility-worker","Knowledge & Documentation","analysis-research","L0","R1"
"knowledge-and-documentation-analysis-research-specialist","Knowledge & Documentation","analysis-research","L1","R1"
"knowledge-and-documentation-analysis-research-senior-specialist","Knowledge & Documentation","analysis-research","L2","R2"
"knowledge-and-documentation-analysis-research-team-lead","Knowledge & Documentation","analysis-research","L3","R2"
"knowledge-and-documentation-analysis-research-department-lead","Knowledge & Documentation","analysis-research","L4","R3"
"knowledge-and-documentation-analysis-research-executive-coordinator","Knowledge & Documentation","analysis-research","L5","R3"
"knowledge-and-documentation-implementation-delivery-utility-worker","Knowledge & Documentation","implementation-delivery","L0","R1"
"knowledge-and-documentation-implementation-delivery-specialist","Knowledge & Documentation","implementation-delivery","L1","R1"
"knowledge-and-documentation-implementation-delivery-senior-specialist","Knowledge & Documentation","implementation-delivery","L2","R2"
"knowledge-and-documentation-implementation-delivery-team-lead","Knowledge & Documentation","implementation-delivery","L3","R2"
"knowledge-and-documentation-implementation-delivery-department-lead","Knowledge & Documentation","implementation-delivery","L4","R3"
"knowledge-and-documentation-implementation-delivery-executive-coordinator","Knowledge & Documentation","implementation-delivery","L5","R3"
"knowledge-and-documentation-operations-reliability-utility-worker","Knowledge & Documentation","operations-reliability","L0","R1"
"knowledge-and-documentation-operations-reliability-specialist","Knowledge & Documentation","operations-reliability","L1","R1"
"knowledge-and-documentation-operations-reliability-senior-specialist","Knowledge & Documentation","operations-reliability","L2","R2"
"knowledge-and-documentation-operations-reliability-team-lead","Knowledge & Documentation","operations-reliability","L3","R2"
"knowledge-and-documentation-operations-reliability-department-lead","Knowledge & Documentation","operations-reliability","L4","R3"
"knowledge-and-documentation-operations-reliability-executive-coordinator","Knowledge & Documentation","operations-reliability","L5","R3"
"knowledge-and-documentation-verification-governance-utility-worker","Knowledge & Documentation","verification-governance","L0","R1"
"knowledge-and-documentation-verification-governance-specialist","Knowledge & Documentation","verification-governance","L1","R1"
"knowledge-and-documentation-verification-governance-senior-specialist","Knowledge & Documentation","verification-governance","L2","R2"
"knowledge-and-documentation-verification-governance-team-lead","Knowledge & Documentation","verification-governance","L3","R2"
"knowledge-and-documentation-verification-governance-department-lead","Knowledge & Documentation","verification-governance","L4","R3"
"knowledge-and-documentation-verification-governance-executive-coordinator","Knowledge & Documentation","verification-governance","L5","R3"
"knowledge-and-documentation-knowledge-coordination-utility-worker","Knowledge & Documentation","knowledge-coordination","L0","R1"
"knowledge-and-documentation-knowledge-coordination-specialist","Knowledge & Documentation","knowledge-coordination","L1","R1"
"knowledge-and-documentation-knowledge-coordination-senior-specialist","Knowledge & Documentation","knowledge-coordination","L2","R2"
"knowledge-and-documentation-knowledge-coordination-team-lead","Knowledge & Documentation","knowledge-coordination","L3","R2"
"knowledge-and-documentation-knowledge-coordination-department-lead","Knowledge & Documentation","knowledge-coordination","L4","R3"
"knowledge-and-documentation-knowledge-coordination-executive-coordinator","Knowledge & Documentation","knowledge-coordination","L5","R3"
